"Entrez GeneId","Gene Symbol","Name","Genome Location","Chr Band","Somatic","Germline","Tumour Types(Somatic)","Tumour Types(Germline)","Cancer Syndrome","Tissue Type","Molecular Genetics","Role in Cancer","Mutation Types","Translocation Partner","Other Germline Mut","Other Syndrome","Synonyms","Uniprot_ID","Annotation"
9709,"HERPUD1","homocysteine-inducible, endoplasmic reticulum stress-inducible, ubiquitin-like domain member 1","16:56932245-56943290","16q12.2-q13","yes","","prostate","","","E","Dom","","T","ERG","","","ENSG00000051108,9709,HERPUD1,Q15011,SUP,Mif1,KIAA0025,HERP","Q15011","5 out of 5"
9715,"FAM131B","family with sequence similarity 131, member B","7:143356550-143360093","7q34","yes","","pilocytic astrocytoma","","","O","Dom","","T","BRAF","","","FAM131B,Q86XD5,KIAA0773,9715","Q86XD5","3 out of 5"
9817,"KEAP1","kelch like ECH associated protein 1","19:10486652-10500033","19p13.2","yes","","NSCLC, breast carcinoma","","","E","","TSG","Mis, N, F","","","","INrf2,ENSG00000079999,9817,KEAP1,Q14145,MGC9454,MGC4407,MGC20887,MGC1114,MGC10630,KLHL19,KIAA0132","Q14145","5 out of 5"
9901,"SRGAP3","SLIT-ROBO Rho GTPase activating protein 3","3:8985519-9248951","3p25.3","yes","","pilocytic astrocytoma","","","O","Dom","","T","RAF1","","","MEGAP,SRGAP3,9901,ENSG00000196220,ARHGAP14,KIAA0411,WRP","O43295","5 out of 5"
9935,"MAFB","v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)","20:40687879-40688850","20q11.2-q13.1","yes","","MM","","","L","Dom","oncogene/fusion","T","IGH","","","Q9Y5Q3,MAFB,9935,ENSG00000204103,MGC43127,KRML","Q9Y5Q3","5 out of 5"
9950,"GOLGA5","golgi autoantigen, golgin subfamily a, 5  (PTC5)","14:92797439-92839447","14q","yes","","papillary thyroid, Spitzoid tumour","","","E","Dom","","T","RET","","","ret-II,GOLGA5,9950,ENSG00000066455,rfg5,golgin-84,Q8TBA6","Q8TBA6","5 out of 5"
9967,"THRAP3","thyroid hormone receptor associated protein 3 (TRAP150)","1:36282564-36304017","1p34.3","yes","","aneurysmal bone cyst","","","M","Dom","","T","USP6","","","MGC133082,9967,THRAP3,ENSG00000054118,FLJ22082,TRAP150,MGC133083,Q9Y2W1","Q9Y2W1","5 out of 5"
9968,"MED12","mediator complex subunit 12","X:71118755-71142218","Xq13","yes","","uterine leiomyoma, fibroadenoma, phyllodes tumour","","","M, E","Dom","TSG","Mis, S, O","","yes","Opitz-Kaveggia Syndrome","MED12,Q93074,TRAP230,TNRC11,OKS,KIAA0192,HOPA,FGS1,CAGH45,ARC240,9968","Q93074","5 out of 5"
10006,"ABI1","abl-interactor 1","10:26748570-26860863","10p11.2","yes","","AML","","","L","Dom","TSG","T","KMT2A","","","E3B1,ABI1,10006,SSH3BP1,ABI-1","Q8IZP0","5 out of 5"
10019,"SH2B3","SH2B adaptor protein 3","12:111418146-111448302","12q24.12","yes","","MPN, sAML, erythrocytosis, B-ALL","","","L","Rec","TSG","Mis, F, N","","yes","Coeliac disease type 13; diabetes mellitus, insulin-dependent;","LNK,10019,SH2B3,ENSG00000111252,Q9UQQ2","Q9UQQ2","5 out of 5"
10142,"AKAP9","A kinase (PRKA) anchor protein (yotiao) 9","7:91941100-92110159","7q21-q22","yes","","papillary thyroid","","","E","Dom","oncogene","T","BRAF","","","AKAP350,10142,AKAP9,ENSG00000127914,KIAA0803,Q99996,AKAP450,YOTIAO,PRKA9,HYPERION,MU-RMS-40_16A,CG-NAP","Q99996","5 out of 5"
10186,"LHFP","lipoma HMGIC fusion partner","13:39343936-39601216","13q12","yes","","lipoma","","","M","Dom","","T","HMGA2","","","MGC22429,LHFP,10186,ENSG00000183722","Q9Y693","3 out of 5"
10215,"OLIG2","oligodendrocyte lineage transcription factor 2 (BHLHB1)","21:33026863-33027834","21q22.11","yes","","T-ALL","","","L","Dom","oncogene/fusion","T","TRA","","","OLIGO2,OLIG2,10215,ENSG00000205927,BHLHB1,RACK17,PRKCBP2","Q13516","5 out of 5"
10243,"GPHN","gephyrin (GPH)","14:66508529-67180938","14q24","yes","","AL","","","L","Dom","","T","KMT2A","","","ENSG00000171723,10243,GPHN","Q9NQX3","5 out of 5"
10272,"FSTL3","follistatin-like 3 (secreted glycoprotein)","19:676425-681709","19p13","yes","","B-CLL","","","L","Dom","","T","CCND1","","","FLRG,FSTL3,10272,ENSG00000070404,O95633","O95633","5 out of 5"
10320,"IKZF1","IKAROS family zinc finger 1","7:50319062-50400628","7p12.2","yes","","ALL, DLBCL","","","L","Dom/Rec","TSG","D,T","BCL6","","","LyF-1,10320,IKZF1,ENSG00000185811,Q13422,Hs_54452,hIk-1,ZNFN1A1,IKAROS","Q13422","5 out of 5"
10342,"TFG","TRK-fused gene","3:100713687-100748532","3q11-q12","yes","","papillary thyroid, ALCL, NSCLC, extraskeletal myxoid chondrosarcoma","","","E, L, M","Dom","","T","NTRK1, ALK, NR4A3","","","TF6,10342,TFG,ENSG00000114354,Q92734","Q92734","5 out of 5"
10397,"NDRG1","N-myc downstream regulated 1","8:133238878-133284311","8q24.3","yes","","prostate","","","E","Dom","TSG/fusion","T","ERG","","","NDR1,10397,NDRG1,ENSG00000104419,Q92597,RIT42,CMT4D,TARG1,HMSNL,GC4,RTP,TDD5,PROXY1,NMSL,CAP43","Q92597","5 out of 5"
10499,"NCOA2","nuclear receptor coactivator 2 (TIF2)","8:70113632-70216745","8q13.1","yes","","AML, chondrosarcoma, rhabdomyosarcoma","","","L, M","Dom","oncogene/fusion","T","KAT6A, HEY1, NCOA2","","","TIF2,NCOA2,10499,ENSG00000140396,NCoA-2,MGC138808","Q15596","5 out of 5"
10568,"SLC34A2","solute carrier family 34 (sodium phosphate), member 2","4:25662501-25676749","4p15.2","yes","","NSCLC","","","E","Dom","","T","ROS1","","","ENSG00000157765,O95436,NPTIIb,NAPI-IIb,NAPI-3B,FLJ90534,10568,SLC34A2","O95436","5 out of 5"
10664,"CTCF","CCCTC-binding factor","16:67610833-67637872","16q22.1","yes","","endometrial, breast, head and neck cancer","","","E","Dom","TSG","Mis, N","","","Mental retardation, autosomal dominant 21","P49711,10664,CTCF,ENSG00000102974","P49711","5 out of 5"
10735,"STAG2","stromal antigen 2","X:124022628-124100597","Xq25","yes","","bladder carcinoma, glioblastoma, melanoma, Ewing's sarcoma, myeloid neoplasms","","","E, L, M, O","Rec","","Mis, N, F, S","","","","RP11-517O1_1,10735,STAG2,ENSG00000101972,DKFZp781H1753,SA2,SA-2,FLJ25871,DKFZp686P168,bA517O1_1","Q8N3U4","5 out of 5"
10801,"SEPT9","septin 9","17:77320327-77498658","17q25","yes","","AML*","","","L","Dom","","T","KMT2A","","","PNUTL4,10801,SEPT9,ENSG00000184640,MSF1,KIAA0991,AF17q25,MSF,SeptD1,SINT1","Q9UHD8","5 out of 5"
10892,"MALT1","mucosa associated lymphoid tissue lymphoma translocation gene 1","18:58671645-58747843","18q21","yes","","MALT","","","L","Dom","oncogene/fusion","T","BIRC3","","","ENSG00000172175,MALT1,10892","Q9UDY8","5 out of 5"
10962,"MLLT11","myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11","1:151039702-151040970","1q21","yes","","ALL","","","L","Dom","","T","KMT2A","","","Q13015,MLLT11,10962,ENSG00000213190,AF1Q","Q13015","5 out of 5"
10978,"CLP1","cleavage and polyadenylation factor I subunit 1","11:57659477-57661436","11q12","yes","","AML","","","L","Dom","","T","KMT2A","","","hClp1,10978,CLP1,ENSG00000172409,Q92989,HEAB","Q92989","5 out of 5"
11064,"CNTRL","centriolin","9:121088328-121177187","9q33.2","yes","","MPN, NHL","","","L","Dom","","T","FGFR1","","","CEP1,CNTRL,CEP110,11064,ENSG00000119397","Q7Z7A1","5 out of 5"
11116,"FGFR1OP","FGFR1 oncogene partner (FOP)","6:166999414-167039979","6q27","yes","","MPN, NHL","","","L","Dom","","T","FGFR1","","","FOP,FGFR1OP,11116,ENSG00000213066","O95684","5 out of 5"
11122,"PTPRT","protein tyrosine phosphatase, receptor type T","20:42080879-43189733","20q12-q13","yes","","HNSCC, colorectal cancer, gastric cancer, lung cancer, melanoma","","","E","","TSG","Mis, N","","","","KIAA0283,11122,PTPRT,ENSG00000196090,O14522,RPTPrho,RP5-1121H13_2","O14522","5 out of 5"
11168,"PSIP1","PC4 and SFRS1 interacting protein 1 (LEDGF)","9:15471207-15510188","9p22.3","yes","","AML","","","L","Dom","","T","NUP98","","","PSIP2,11168,PSIP1,ENSG00000164985","O75475","5 out of 5"
11197,"WIF1","WNT inhibitory factor 1","12:65051349-65121191","12q14.3","yes","","pleomorphic salivary gland adenoma","","","E","Dom","","T","HMGA2","","","WIF-1,11197,WIF1,ENSG00000156076","Q9Y5W5","5 out of 5"
11200,"CHEK2","CHK2 checkpoint homolog (S. pombe)","22:28687897-28734721","22q12.1","","yes","","breast","familial breast cancer","E","Rec","TSG","F","","","","bA444G7,11200,CHEK2,ENSG00000183765,O96017,RAD53,RP11-436C9_1,PP1425,LFS2,CHK2,HuCds1","O96017","5 out of 5"
22978,"NT5C2","5'-nucleotidase, cytosolic II","10:103089672-103174958","10q24.32","yes","","relapse ALL","","","L","Dom","oncogene","Mis","","yes","Spastic paraplegia-45","ENSG00000076685,22978,NT5C2,P49902,PNT5,NT5B,GMP,cN-II","P49902","5 out of 5"
23013,"SPEN","spen family transcriptional repressor","1:15848068-15939427","1p36","yes","","SMZL, adenoid cystic carcinoma, DLBCL","","","L","Rec","","F, Mis, N","","","","Q96T58,SPEN,23013,ENSG00000065526,SHARP,RP1-134O19_1,MINT,KIAA0929","Q96T58","5 out of 5"
23048,"FNBP1","formin binding protein 1 (FBP17)","9:129890539-130042975","9q23","yes","","AML","","","L","Dom","","T","KMT2A","","","23048,FNBP1","Q96RU3","5 out of 5"
23085,"ERC1","ELKS/RAB6-interacting/CAST family member 1","12:1027904-1490230","12p13.3","yes","","papillary thyroid, Spitzoid tumour","","","E","Dom","","T","RET, ROS1","","","ELKS,ERC1,23085,ENSG00000082805,MGC12974,RAB6IP2,KIAA1081,Cast2,Q8IUD2,KIAA108","Q8IUD2","5 out of 5"
23092,"ARHGAP26","Rho GTPase activating protein 26","5:142770762-143222446","5q31","yes","","AML, MDS","","","L","Dom","TSG","T, F, S","KMT2A","","","KIAA0621,23092,ARHGAP26,ENSG00000145819,OPHN1L1,OPHN1L,GRAF,FLJ42530","Q9UNA1","5 out of 5"
23152,"CIC","capicua homolog","19:42284705-42295191","19q13.2","yes","","oligodendroglioma, soft tissue sarcoma","","","O, M","Rec","onc/TSG/fusion","Mis, F, S,T","DUX4L1, FOXO4","","","ENSG00000079432,23152,CIC,Q96RK0,KIAA0306","Q96RK0","4 out of 5"
23157,"SEPT6","septin 6","X:119618762-119693105","Xq24","yes","","AML","","","L","Dom","","T","KMT2A","","","RP5-876A24_2,SEPT6,23157,ENSG00000125354,Q14141,SEP2,MGC16619,KIAA0128,MGC20339","Q14141","5 out of 5"
23261,"CAMTA1","calmodulin binding transcription activator 1","1:6785531-7766491","1p36.31-p36.23","yes","","epithelioid haemangioendothelioma","","","M","Dom","TSG","T","WWTR1","","","ENSG00000171735,23261,CAMTA1,Q9Y6Y1,KIAA0833","Q9Y6Y1","5 out of 5"
23305,"ACSL6","acyl-CoA synthetase long-chain family member 6","5:131954234-132011553","5q31.1","yes","","AML, AEL","","","L","Dom","","T","ETV6","","","FACL6,23305,ACSL6,ENSG00000164398,KIAA0837,LACS5,ACS2,LACS2","Q9UKU0","5 out of 5"
23365,"ARHGEF12","RHO guanine nucleotide exchange factor (GEF) 12 (LARG)","11:120337244-120485077","11q23.3","yes","","AML","","","L","Dom","TSG","T","KMT2A","","","Q9NZN5,23365,ARHGEF12,ENSG00000196914,KIAA0382,LARG,DKFZp686O2372,PRO2792","Q9NZN5","5 out of 5"
23373,"CRTC1","CREB regulated transcription coactivator 1","19:18683703-18777382","19p13.11","yes","","salivary gland mucoepidermoid","","","E","Dom","oncogene","T","MAML2","","","Q6UUV9,23373,CRTC1,ENSG00000105662,KIAA0616,TORC1,MECT1,WAMTP1,FLJ14027","Q6UUV9","5 out of 5"
23405,"DICER1","dicer 1, ribonuclease type III","14:95090498-95133458","14q32.13","yes","yes","sex cord-stromal tumour, TGCT, embryonal rhabdomyosarcoma, pleuropulmonary blastoma, pituitary blastoma, Wilms tumour, thyroid cancer, other tumour types","pleuropulmonary blastoma","familial pleuropulmonary blastoma or DICER1 syndrome","E, M, O","Rec","TSG","Mis, F, N","","","","Dicer,23405,DICER1,ENSG00000100697,KIAA0928,HERNA,Q9UPY3,K12H4_8-LIKE","Q9UPY3","5 out of 5"
23451,"SF3B1","splicing factor 3b, subunit 1, 155kDa","2:197392303-197434999","2q33.1","yes","","myelodysplastic syndrome","","","L","Dom","","Mis","","","","ENSG00000115524,SF3B1,23451,O75533,SF3b155,SAP155,PRPF10,PRP10","O75533","5 out of 5"
23462,"HEY1","hairy/enhancer-of-split related with YRPW motif 1","8:79765188-79767663","8q21","yes","","mesenchymal chondrosarcoma","","","M","Dom","","T","NCOA2","","","CHF-2,HEY1,23462,ENSG00000164683,HESR1,CHF2,HESR-1,MGC1274,HRT-1,OAF1,HERP2","Q9Y5J3","5 out of 5"
23476,"BRD4","bromodomain containing 4","19:15249280-15273099","19p13.1","yes","","lethal midline carcinoma of young people","","","E","Dom","oncogene","T","NUTM1","","","O60885,23476,BRD4,ENSG00000141867,HUNKI,CAP,MCAP","O60885","5 out of 5"
23512,"SUZ12","suppressor of zeste 12 homolog (Drosophila)","17:31937247-31999003","17q11.2","yes","","endometrial stromal tumour","","","M","Dom","","T","JAZF1","","","CHET9,23512,SUZ12,ENSG00000178691,Q15022,KIAA0160,JJAZ1","Q15022","5 out of 5"
23522,"KAT6B","K(lysine) acetyltransferase 6B","10:74842858-75031046","10q22.2","yes","","AML, leiomyoma","","","L, M","Dom","TSG/fusion","T","CREBBP, KANSL1","","Genitopatellar syndrome, Say-Barber-Biesecker/Young-Simpson syndrome","DKFZp313G1618,23522,MYST4,KAT6B,ENSG00000156650,Q8WYB5,querkopf,qkf,MOZ2,MORF,KIAA0383,FLJ90335","Q8WYB5","5 out of 5"
23598,"ZNF278","zinc finger protein 278 (ZSG)","22:31326891-31345602","22q12-q14","yes","","Ewing sarcoma","","","M","Dom","","T","EWSR1","","","ENSG00000100105,Q9HBE1,ZSG,ZNF278,ZBTB19,RIAZ,PATZ,MAZR,dJ400N23,23598,ZNF278","Q9HBE1","5 out of 5"
23624,"CBLC","Cas-Br-M (murine) ecotropic retroviral transforming sequence c","19:44777932-44800443","19q13.2","yes","","AML","","","L","Rec","oncogene/TSG","M","","","","CBL-3,23624,CBLC,ENSG00000142273,RNF57,Q9ULV8,CBL-SL","Q9ULV8","5 out of 5"
25913,"POT1","protection of telomeres 1","7:124823962-124897173","7q31.33","yes","","CLL","","","L","Dom","","Mis, N","","","","DKFZP586D211,POT1,25913,ENSG00000128513,hPot1,DKFZp586D211","Q9NUX5","5 out of 5"
25925,"ZNF521","zinc finger protein 521","18:25062712-25350946","18q11.2","yes","","ALL","","","L","Dom","","T","PAX5","","","EHZF,25925,ZNF521,ENSG00000198795,MGC142208,MGC142182,DKFZp564D0764,Evi3","Q96K83","5 out of 5"
25937,"WWTR1","WW domain containing transcription regulator 1","3:149520805-149657306","3q23-q24","yes","","epithelioid haemangioendothelioma","","","M","Dom","oncogene","T","CAMTA1","","","ENSG00000018408,25937,WWTR1,Q9GZV5,DKFZP586I1419","Q9GZV5","5 out of 5"
26039,"SS18L1","synovial sarcoma translocation gene on chromosome 18-like 1","20:62143822-62179209","20q13.3","yes","","synovial sarcoma","","","M","Dom","","T","SSX1","","","KIAA0693,26039,SS18L1,ENSG00000184402,O75177","O75177","5 out of 5"
26040,"SETBP1","SET binding protein 1","18:44701347-45063698","18q21.1","yes","yes","aCML, sAML, MDS/MPN-U, CMML, JMML","neuroepithelial tumours","Schinzel-Giedion syndrome","L","Dom","","Mis, T","NUP98","","","SETBP1,Q9UEF3,Q6P6C3,A6H8W5,Q9Y6X0,26040,SEB,KIAA0437,ENSG00000152217","Q9Y6X0","5 out of 5"
26065,"LSM14A","LSM14A, SCD6 homolog A (S. cerevisiae)","19:34172643-34227388","19q13.11","yes","","Spitzoid tumour","","","E","Dom","","T","BRAF","","","ENSG00000105216,26065,LSM14A,RAP55,FAM61A,DKFZP434D1335,C19orf13","Q8ND56","5 out of 5"
26511,"CHIC2","cysteine-rich hydrophobic domain 2","4:54010095-54064300","4q11-q12","yes","","AML","","","L","Dom","","T","ETV6","","","BTL,26511,CHIC2,Q9UKJ5","Q9UKJ5","5 out of 5"
27044,"SND1","staphylococcal nuclease and tudor domain containing 1","7:127652374-128092058","7q31.3","yes","","pancreas acinar carcinoma","","","E","Dom","","T","BRAF","","","SND1,Q7KZF4,TDRD11,p100,ENSG00000197157,27044","Q7KZF4","5 out of 5"
27086,"FOXP1","forkhead box P1","3:70959247-71198381","3p14.1","yes","","ALL","","","L","Dom","oncogene","T","PAX5","","","MGC12942,27086,FOXP1,ENSG00000114861,hFKH1B,MGC99551,FLJ23741,QRF1,12CC4,HSPC215,MGC88572","Q9H334","5 out of 5"
27125,"AFF4","AF4/FMR2 family, member 4","5:132881059-132937189","5q31","yes","","ALL","","","L","Dom","oncogene","T","KMT2A","","","Q9UHB7,AFF4,27125,ENSG00000072364,AF5Q31,MCEF","Q9UHB7","5 out of 5"
27436,"EML4","echinoderm microtubule associated protein like 4","2:42169613-42330208","2p21","yes","","NSCLC","","","E","Dom","","T","ALK","","","ENSG00000143924,EML4,27436","Q9HC35","4 out of 5"
29072,"SETD2","SET domain containing 2","3:47017093-47123126","3p21.31","yes","","clear cell renal carcinoma","","","E","Rec","TSG","N, F, S, Mis","","","","ENSG00000181555,SETD2,29072","Q9BYW2","5 out of 5"
29102,"DROSHA","drosha ribonuclease III","5:31401432-31529059","5q11.2","yes","","Wilms tumour, NSCLC, bladder carcinoma","","","E, O","","TSG","A, Mis, N, F","","","","HSA242976,29102,DROSHA,RNASEN,ENSG00000113360,Q9NRR4,RNASE3L,RN3,RANSE3L,Etohi2,DROSHA","Q9NRR4","5 out of 5"
29126,"CD274","CD274 molecule","9:5456114-5467862","9p24","yes","","PMBL, Hodgkin lymphoma","","","L","Dom","TSG","T","CIITA","","","PDL1,CD274,29126,ENSG00000120217,PDCD1L1,PD-L1,MGC142296,PDCD1LG1,MGC142294,B7H1,Q9NZQ7,B7-H","Q9NZQ7","5 out of 5"
29844,"TFPT","TCF3 (E2A) fusion partner (in childhood leukaemia)","19:54107050-54115269","19q13","yes","","pre-B ALL","","","L","Dom","","T","TCF3","","","P0C1Z6,TFPT,29844,ENSG00000105619","P0C1Z6","5 out of 5"
30012,"TLX3","T-cell leukemia, homeobox 3 (HOX11L2)","5:171309367-171311600","5q35.1","yes","","T-ALL","","","L","Dom","","T","BCL11B","","","O43711,TLX3,30012,ENSG00000164438,HOX11L2,RNX","O43711","3 out of 5"
50615,"IL21R","interleukin 21 receptor","16:27430073-27449284","16p11","yes","","NHL","","","L","Dom","","T","BCL6","","","Q9HBE5,IL21R,50615,ENSG00000103522","Q9HBE5","5 out of 5"
51119,"SBDS","Shwachman-Bodian-Diamond syndrome protein","7:66988371-66995417","7q11","","yes","","AML, MDS","Schwachman-Diamond syndrome","L","Rec","","Gene Conversion","","","","SWDS,51119,SBDS,ENSG00000126524,FLJ10917,CGI-97,Q9Y3A5","Q9Y3A5","5 out of 5"
51176,"LEF1","lymphoid enhancer binding factor 1","4:108063629-108167767","4q25","yes","","B-ALL, T-ALL, eyelid sebaceous carcinoma, AML, lymphomas","","","L, E","","oncogene/TSG","Mis, N","","","","TCF1ALPHA,51176,LEF1,ENSG00000138795,Q9UJU2,DKFZp586H0919","Q9UJU2","5 out of 5"
51199,"NIN","ninein (GSK3B interacting protein)","14:50725872-50822056","14q24","yes","","MPN","","","L","Dom","","T","PDGFRB","","","KIAA1565,NIN,51199,ENSG00000100503","Q8N4C6","5 out of 5"
51366,"UBR5","ubiquitin protein ligase E3 component n-recognin 5","8:102254302-102412234","8q22","yes","","mantle cell lymphoma, gastric, colorectal","","","L, E","Rec","","F, N, Mis, S","","","","EDD,UBR5,51366,ENSG00000104517,EDD1,KIAA0896,HYD,MGC57263,DD5,O95071,FLJ11310","O95071","5 out of 5"
51517,"NCKIPSD","NCK interacting protein with SH3 domain","3:48674544-48685807","3p21","yes","","ALL","","","L","Dom","","T","KMT2A","","","AF3P21,NCKIPSD,51517,ENSG00000213672,SPIN90,WASLBP,Q9NZQ3,WISH,ORF1","Q9NZQ3","5 out of 5"
51592,"TRIM33","tripartite motif-containing 33 (PTC7,TIF1G)","1:114397648-114511076","1p13","yes","","papillary thyroid","","","E","Dom","","T","RET","","","RFG7,TRIM33,51592,ENSG00000197323,Q9UPN9,TF1G,FLJ32925,TIF1G,PTC7,TIFGAMMA,TIF1GAMMA","Q9UPN9","5 out of 5"
51684,"SUFU","suppressor of fused homolog (Drosophila)","10:102504153-102630155","10q24.32","yes","yes","medulloblastoma","medulloblastoma","medulloblastoma predisposition","O","Rec","","D, F, S","","","","RP11-47A8_1,51684,SUFU,ENSG00000121410,PRO1280,SUFUXL,Q9UMX1,SUFUH","Q9UMX1","5 out of 5"
51755,"CDK12","cyclin-dependent kinase 12","17:39462072-39531316","17q12","yes","","serous ovarian","","","E","Rec","TSG","Mis, N, F","","","","KIAA0904,CRKRS,51755,CDK12,ENSG00000167258,CRK7,CRKR,Q9NYV4","Q9NYV4","5 out of 5"
53335,"BCL11A","B-cell CLL/lymphoma 11A","2:60460404-60553270","2p13","yes","","B-CLL","","","L","Dom","oncogene","T","IGH","","","BCL11A-L,53335,BCL11A,ENSG00000119866,FLJ34997,CTIP1,BCL11A-S,BCL11A-XL,KIAA1809,Q9H165,EVI9,FLJ10173","Q9H165","5 out of 5"
53353,"LRP1B","LDL receptor related protein 1B","2:140233186-142130729","2q21.2","yes","","CLL, ovarian cancer, oesophageal squamous cell carcinoma, urothelial cancer","","","E, L","Rec","TSG","D, Mis, N, F","","","","ENSG00000168702,53353,LRP1B,Q9NZR2,LRPDIT,LRP-DIT","Q9NZR2","5 out of 5"
54738,"FEV","FEV protein - (HSRNAFEV)","2:218981667-218985075","2q36","yes","","Ewing sarcoma","","","M","Dom","oncogene/fusion","T","EWSR1,  FUS","","","Pet-1,FEV,54738,ENSG00000163497,PET-1,HSRNAFEV","Q99581","5 out of 5"
54790,"TET2","tet oncogene family member 2","4:105233943-105276519","4q24","yes","","MDS","","","L","Rec","TSG","Mis, N, F","","","","TET2,Q6N021,MGC125715,KIAA1546,FLJ20032,ENSG00000168769,54790","Q6N021","5 out of 5"
54855,"FAM46C","family with sequence similarity 46, member C","1:117622869-117624044","1p12","yes","","MM","","","L","Rec","TSG","Mis, F, O","","","","FAM46C,Q5VWP2,FLJ20202,ENSG00000183508,54855","Q5VWP2","2 out of 5"
54880,"BCOR","BCL6 corepressor","X:40052109-40077929","Xp11.4","yes","","retinoblastoma, AML, APL (translocation)","","","","Rec","TSG","F, N, S, T","RARA","yes","Oculo-facio-cardio-dental genetic","ANOP2,BCOR,54880,ENSG00000183337,MAA2,MCOPS2,FLJ38041,KIAA1575,MGC131961,FLJ20285,MGC71031","Q6W2J9","5 out of 5"
54894,"RNF43","ring finger protein 43","17:58354943-58415577","17q23.2","yes","","cholangiocarcinoma, ovary, pancreas","","","E","Rec","","Mis, N, F, S","","","","DKFZp781H02126,54894,RNF43,Q68DV7,URCC,RNF124,MGC125630,FLJ20315,DKFZp781H0392","Q68DV7","5 out of 5"
54904,"WHSC1L1","Wolf-Hirschhorn syndrome candidate 1-like 1 (NSD3)","8:38317956-38348171","8p12","yes","","AML","","","L","Dom","","T","NUP98","","","ENSG00000147548,54904,WHSC1L1","Q9BZ95","5 out of 5"
54949,"SDHAF2","succinate dehydrogenase complex assembly factor 2","11:61430147-61446071","11q12.2","","yes","","paraganglioma","familial paraganglioma","M","Rec","","M","","","","ENSG00000167985,C11orf79,FLJ20487,54949,SDHAF2","Q9NX18","5 out of 5"
55193,"PBRM1","polybromo 1","3:52548063-52679711","3p21","yes","","clear cell renal carcinoma, breast","","","E","Rec","TSG","Mis, N, F, S, D, O","","","","BAF180,55193,PBRM1,PB1,MGC156156,MGC156155","Q86U86","5 out of 5"
55294,"FBXW7","F-box and WD-40 domain protein 7 (archipelago homolog, Drosophila)","4:152322881-152411803","4q31.3","yes","","colorectal, endometrial, T-ALL","","","E, L","Rec","TSG","Mis, N, D, F","","","","AGO,55294,FBXW7,ENSG00000109670,FLJ11071,SEL-10,CDC4,FBXW6,SEL10,FBW7,DKFZp686F23254,FBX30","Q969H0","5 out of 5"
55422,"ZNF331","zinc finger protein 331","19:53569378-53577953","19q13.3-q13.4","yes","","follicular thyroid adenoma","","","E","Dom","","T","?","","","Q9NQX6,ZNF331,55422,ENSG00000130844,ZNF361,RITA,ZNF463","Q9NQX6","4 out of 5"
55500,"ETNK1","ethanolamine kinase 1","12:22625164-22684954","12p12.1","yes","","aCML, CMML, SM-AHD, HES","","","L","Dom","TSG","Mis","","","","ENSG00000139163,55500,ETNK1,Q9HBU6,Nbla10396,EKI1,EKI","Q9HBU6","5 out of 5"
55596,"ZCCHC8","zinc finger, CCHC domain containing 8","12:122473497-122500840","12q24.31","yes","","Spitzoid tumour","","","E","Dom","","T","ROS1","","","ZCCHC8,Q6NZY4,DKFZp434E2220,ENSG00000033030,55596","Q6NZY4","5 out of 5"
55654,"TMEM127","transmembrane protein 127","2:96253808-96265381","2q11.2","","yes","","pheochromocytoma, renal cell carcinoma","","O, E","Rec","TSG","F, N","","","","FLJ20507,55654,TMEM127,ENSG00000135956,O75204,FLJ22257","O75204","5 out of 5"
57007,"ACKR3","atypical chemokine receptor 3","2:-","2q37.3","yes","","lipoma","","","M","Dom","oncogene","T","HMGA2","","","","P25106","5 out of 5"
57082,"CASC5","cancer susceptibility candidate 5","15:40602933-40654977","15q14","yes","","AML","","","L","Dom","","T","KMT2A","","","AF15Q14,CASC5,57082,ENSG00000137812,D40,Q8NG31","Q8NG31","5 out of 5"
57120,"GOPC","golgi associated PDZ and coiled-coil motif containing","6:117563254-117602288","6q21","yes","","glioblastoma, cholangiocarcinoma, borderline ovarian","","","E, O","Dom","","T","ROS1","","","FIG,57120,GOPC,ENSG00000047932,GOPC1,Q9HD26,CAL,dJ94G16_2 PIST","Q9HD26","5 out of 5"
57167,"SALL4","spalt like transcription factor 4","20:51784265-51802408","20q13.2","yes","","colorectal cancer, breast cancer, prostate cancer, glioblastoma, melanoma","","","E","","oncogene","Mis, F","","","Duane-radial ray syndrome","ENSG00000101115,57167,SALL4,Q9UJQ4,ZNF797,MGC133050,HSAL4,DRRS,dJ1112F19_1","Q9UJQ4","5 out of 5"
57492,"ARID1B","AT rich interactive domain 1B","6:156778104-157207891","6q25.1","yes","","breast, hepatocellular carcinoma","","","E","Rec","TSG","Mis, F, N, O","","","","6A3-5,57492,ARID1B,ENSG00000049618,p250R,KIAA1235,ELD/OSA1,DAN15,BRIGHT,BAF250b","Q8NFD5","5 out of 5"
57591,"MKL1","megakaryoblastic leukemia (translocation) 1","22:40411390-40463227","22q13","yes","","acute megakaryocytic leukaemia","","","L","Dom","onc/TSG/fusion","T","RBM15","","","BSAC,57591,MKL1,ENSG00000196588,Q969V6,MRTF-A","Q969V6","5 out of 5"
57670,"KIAA1549","KIAA1549","7:138837906-138919418","7q34","yes","","pilocytic astrocytoma","","","O","Dom","","T","BRAF","","","ENSG00000122778,57670,KIAA1549","Q9HCM3","4 out of 5"
