ID,Organelle,Manual_annotation
Q9H2J4,Cytoplasm,
Q9H2K0,Mitochondrion,
Q9H2K8,Cytoplasm,
Q9H2M9,Cytoplasm,
Q9H2P0,Nucleus,
Q9H2P9;Q9H2P9-5;Q9H2P9-3;Q9H2P9-2;Q9H2P9-6;Q9H2P9-4,,
Q9H2U1;Q9H2U1-2;Q9H2U1-3,,
Q9H2U2;Q9H2U2-2;Q9H2U2-3;Q9H2U2-6,Mitochondrion,
Q9H2W6,Mitochondrion,
Q9H307;Q9H307-2,Nucleus,
Q9H330-2;Q9H330;Q9H330-4,,
Q9H3H1;Q9H3H1-4,Mitochondrion,
Q9H3H3-2;Q9H3H3-3;Q9H3H3,,
Q9H3K2,Mitochondrion,
Q9H3K6;Q9H3K6-2,,
Q9H3N1,ER,
Q9H3P2,Nucleus,
Q9H3P7,Mitochondrion,
Q9H3S4,,
Q9H3S7,,
Q9H3U1-2,,
Q9H3Z4;Q9H3Z4-2,,
Q9H444,,
Q9H446;Q9H446-2,,
Q9H488,ER,
Q9H497;Q9H497-2,ER,
Q9H4A3-5;Q9H4A3-6;Q9H4A3-7;Q9H4A3-2;Q9H4A3;Q9H4A3-4,Cytoplasm,
Q9H4A4,Secreted,
Q9H4A5;Q9H4A5-2,,
Q9H4A6,Mitochondrion,
Q9H4E7,,
Q9H4G4,,
Q9H4I3;Q9H4I3-2,,
Q9H4L4,,
Q9H4L5-2;Q9H4L5-4;Q9H4L5-6,,
Q9H4L7-2;Q9H4L7,Nucleus,
Q9H4M9,,
Q9H4Z3,Nucleus,
Q9H501,Nucleolus,
Q9H553;Q9H553-2,,
Q9H583,Nucleolus,nucleolar rRNA processing
Q9H5N1;Q9H5N1-2,Cytoplasm,
Q9H5Q4,Mitochondrion,
Q9H5V8;Q9H5V8-2,Secreted,
Q9H5V9-2;Q9H5V9;Q9H5V9-3,,
Q9H5X1,Cytoplasm,
Q9H6E4,Secreted,
Q9H6E5,Nucleolus,
Q9H6F5,Nucleus,
Q9H6K4,Mitochondrion,
Q9H6R0;Q9H6R0-2,Nucleolus,
Q9H6R3,Mitochondrion,
Q9H6R4-4;Q9H6R4;Q9H6R4-2;Q9H6R4-3,Nucleolus,
Q9H6S0,,
Q9H6S3;Q9H6S3-3,Cytoplasm,
Q9H6T3;Q9H6T3-2;Q9H6T3-3,,
Q9H6V9;Q9H6V9-2;Q9H6V9-3;Q9H6V9-4,ER,
Q9H6W3;Q9H6W3-2,Nucleolus,
Q9H6Y2,,
Q9H6Z4-2,,
Q9H773,Cytoplasm,
Q9H7B2,Nucleolus,nucleolar rRNA processing
Q9H7B4;Q9H7B4-3,,
Q9H7C9,Cytoplasm,
Q9H7D0,Cytoplasm,Rho GTPase regulation
Q9H7D7,Cytoplasm,
Q9H7E9;Q9H7E9-2,,
Q9H7L9,Nucleus,
Q9H7N4,Nucleus,
Q9H7Z7,Cytoplasm,
Q9H814,,
Q9H832;Q9H832-2,,
Q9H840,,
Q9H845,Mitochondrion,
Q9H857-2;Q9H857;Q9H857-3;Q9H857-4,,
Q9H871,,
Q9H8H0,Nucleolus,nucleolar rRNA processing
Q9H8H2;Q9H8H2-2;Q9H8H2-4,Nucleolus,
Q9H8H3,ER,
Q9H8S9;Q9H8S9-2,,
Q9H8W4,ER,
Q9H8Y5,,
Q9H8Y8;Q9H8Y8-2,,
Q9H900;Q9H900-2,,
Q9H910;Q9H910-3,,
Q9H930;Q9H930-2;Q9H930-1,,
Q9H936,Mitochondrion,
Q9H939;Q9H939-2,Cytoplasm,Actin regulation
Q9H944;Q9H944-2,Nucleus,
Q9H974;Q9H974-4;Q9H974-2;Q9H974-3,Mitochondrion,
Q9H993,,
Q9H9A5;Q9H9A5-2;Q9H9A5-6;Q9H9A5-4;Q9H9A5-3;Q9H9A5-5,,
Q9H9A6,,
Q9H9B1;Q9H9B1-3;Q9H9B1-4,Nucleus,
Q9H9B4,Mitochondrion,
Q9H9C1;Q9H9C1-2,Cytoplasm,
Q9H9E3;Q9H9E3-3;Q9H9E3-2,,
Q9H9F9,,
Q9H9H4,,
Q9H9J2,Mitochondrion,
Q9H9P8;Q9H9P8-2,Mitochondrion,
Q9H9Q2;Q9H9Q2-2,,
Q9H9S4,,
Q9H9T3;Q9H9T3-5,,
Q9H9Y6;Q9H9Y6-3;Q9H9Y6-2;Q9H9Y6-5,Nucleolus,
Q9HA64,,
Q9HA77,Mitochondrion,
Q9HAB8;Q9HAB8-2,,
Q9HAN9,Nucleus,
Q9HAS0,,
Q9HAU5,Cytoplasm,
Q9HAV4,,
Q9HAV7,Mitochondrion,
Q9HB07,,
Q9HB19,,
Q9HB40;Q9HB40-2,Secreted,
Q9HB58-7;Q9HB58-5;Q9HB58-3,Nucleus,
Q9HB71;Q9HB71-3,,
Q9HB90,,
Q9HBF4;Q9HBF4-3,ER,
Q9HBH0;Q9HBH0-2,Cytoplasm,
Q9HBH1,Mitochondrion,
Q9HBH5,,
Q9HBI0;Q9HBI0-2;Q9HBI0-3,Cytoplasm,
Q9HBI1,Cytoplasm,
Q9HBL7,,
Q9HBL8,,
Q9HBM1,Nucleus,
Q9HC07;Q9HC07-2,,
Q9HC16,,
Q9HC21-2;Q9HC21,Mitochondrion,
Q9HC35;Q9HC35-2,Cytoplasm,
Q9HC36,Mitochondrion,
Q9HC38-2;Q9HC38;Q9HC38-3,Mitochondrion,
Q9HC98;Q9HC98-3;Q9HC98-4;Q9HC98-2,,
Q9HCC0;Q9HCC0-2,Mitochondrion,
Q9HCD5,Nucleus,
Q9HCE0;Q9HCE0-2,,
Q9HCE1;Q9HCE1-2,Cytoplasm,
Q9HCE5,Nucleus,
Q9HCG8,Nucleus,
Q9HCK8;Q9HCK8-2,Nucleus,
Q9HCM4-2,Cytoplasm,
Q9HCN4;Q9HCN4-5;Q9HCN4-4;Q9HCN4-3,,
Q9HCN8,ER,
Q9HCS7,Nucleus,
Q9HCU5,,
Q9HCU8;Q9HCU8-2,Nucleus,
Q9HD15,,
Q9HD20;Q9HD20-2,ER,
Q9HD26-2;Q9HD26;Q9HD26-3,Cytoplasm,
Q9HD33-2;Q9HD33,Mitochondrion,
Q9HD34,,
Q9HD42,,
Q9HD45,,
Q9HD47;Q9HD47-2;Q9HD47-4;Q9HD47-3,,
Q9HDC9;Q9HDC9-2,,
Q9NNW5,Cytoplasm,
Q9NNW7;Q9NNW7-2,Mitochondrion,
Q9NP58-4;Q9NP58,,
Q9NP61;Q9NP61-2,Cytoplasm,
Q9NP66,Nucleus,
Q9NP72;Q9NP72-2,,
Q9NP73,ER,
Q9NP77;Q9NP77-2,,
Q9NP79;Q9NP79-2,Cytoplasm,
Q9NP81;Q9NP81-2,Mitochondrion,
Q9NP92,Mitochondrion,
Q9NP97,Cytoplasm,
Q9NPA0,,
Q9NPA8;Q9NPA8-2,Nucleus,
Q9NPD3,,Exosome
Q9NPD8,Nucleus,
Q9NPE3,Nucleolus,
Q9NPF4,,
Q9NPF5,,
Q9NPH2-2;Q9NPH2-3;Q9NPH2,Cytoplasm,
Q9NPI6-2;Q9NPI6,,
Q9NPJ3;Q9NPJ3-2,,
Q9NPJ6;Q9NPJ6-2,Nucleus,
Q9NPL8,Mitochondrion,
Q9NPQ8-4,Cytoplasm,
Q9NQ29;Q9NQ29-2;Q9NQ29-3,,
Q9NQ48;Q9NQ48-2,Cytoplasm,
Q9NQ50,Mitochondrion,
Q9NQ55-2;Q9NQ55;Q9NQ55-3,Nucleolus,
Q9NQ88,,
Q9NQC3;Q9NQC3-4;Q9NQC3-6,ER,
Q9NQE9,,
Q9NQG5,Nucleus,
Q9NQH7-4;Q9NQH7;Q9NQH7-2,Mitochondrion,
Q9NQP4,,
Q9NQR4,Cytoplasm,
Q9NQS7-2;Q9NQS7,,
Q9NQT4,,Exosome
Q9NQT5;Q9NQT5-2,,Exosome
Q9NQT8,Cytoplasm,
Q9NQW6;Q9NQW6-2,,
Q9NQW7-3;Q9NQW7;Q9NQW7-4;Q9NQW7-2,Cytoplasm,
Q9NQX3-2;Q9NQX3,Cytoplasm,
Q9NQX4,,
Q9NQZ2,Nucleus,
Q9NQZ5,Mitochondrion,
Q9NR09,Cytoplasm,
Q9NR12,Cytoplasm,
Q9NR19-2;Q9NR19,Cytoplasm,
Q9NR28-2;Q9NR28;Q9NR28-3,Mitochondrion,
Q9NR30;Q9NR30-2,Nucleolus,
Q9NR31;Q9NR31-2,ER,
Q9NR33,Nucleus,
Q9NR45,,
Q9NR46,Cytoplasm,
Q9NR50;Q9NR50-3;Q9NR50-2,,
Q9NR56;Q9NR56-7,,mRNA splicing
Q9NR77,,
Q9NRF8,,
Q9NRF9,Nucleus,
Q9NRG0,Nucleus,
Q9NRG7-2;Q9NRG7,,
Q9NRG9;Q9NRG9-2,Nucleus,
Q9NRK6,Mitochondrion,
Q9NRL2;Q9NRL2-2,Nucleus,
Q9NRL3;Q9NRL3-3,Cytoplasm,
Q9NRN7,Cytoplasm,
Q9NRP0;Q9NRP0-2,,
Q9NRP2,Mitochondrion,
Q9NRR3,Cytoplasm,
Q9NRR5,,
Q9NRV9,Cytoplasm,
Q9NRW3,,
Q9NRW7,,
Q9NRX1,Nucleolus,
Q9NRX2,Mitochondrion,
Q9NRX4,Cytoplasm,
Q9NRY2;Q9NRY2-2,Nucleus,
Q9NRY4,,
Q9NRY5,,
Q9NRZ7;Q9NRZ7-2;Q9NRZ7-3,,
Q9NRZ9-2;Q9NRZ9;Q9NRZ9-3;Q9NRZ9-4,Nucleus,
Q9NS69,Mitochondrion,
Q9NS86,,
Q9NS87;Q9NS87-2;Q9NS87-4,Cytoplasm,
Q9NSD9;Q9NSD9-2,Cytoplasm,
Q9NSE4,Mitochondrion,
Q9NSI2-2;Q9NSI2,,
Q9NSK0;Q9NSK0-5;Q9NSK0-4,Cytoplasm,
Q9NSK7-3;Q9NSK7-4,,
Q9NSU2-3;Q9NSU2-2;Q9NSU2,,
Q9NSV4;Q9NSV4-6;Q9NSV4-4;Q9NSV4-5;Q9NSV4-7,Cytoplasm,
Q9NT62;Q9NT62-2,Cytoplasm,
Q9NTG7,Mitochondrion,SirT3
Q9NTI5-2;Q9NTI5,Nucleus,
Q9NTJ3;Q9NTJ3-2,,
Q9NTJ4-2;Q9NTJ4;Q9NTJ4-4,,
Q9NTJ5;Q9NTJ5-2,ER,
Q9NTK5,,
Q9NTM9,,
Q9NTX5-6;Q9NTX5-2;Q9NTX5,Cytoplasm,
Q9NTZ6,Nucleus,
Q9NU22,Nucleolus,
Q9NUB1-2;Q9NUB1;Q9NUB1-4;Q9NUB1-3,Mitochondrion,
Q9NUD5;Q9NUD5-2,,
Q9NUG6,Cytoplasm,
Q9NUI1,,
Q9NUJ1,Mitochondrion,
Q9NUJ3,,
Q9NUL3-2;Q9NUL3;Q9NUL3-8;Q9NUL3-3;Q9NUL3-6;Q9NUL3-4,,
Q9NUL5;Q9NUL5-3;Q9NUL5-2;Q9NUL5-4,,
Q9NUL7,,
Q9NUP9,,
Q9NUQ2,,
Q9NUQ3;Q9NUQ3-2,,
Q9NUQ6;Q9NUQ6-4;Q9NUQ6-3,,
Q9NUQ7,,
Q9NUQ8;Q9NUQ8-2,,
Q9NUQ9;Q9NUQ9-2,,
Q9NUU7,,
Q9NUW8;Q9NUW8-2,,
Q9NUY8-2;Q9NUY8,,
Q9NV06,Nucleolus,nucleolar rRNA processing
Q9NV31,Nucleolus,
Q9NV56,Nucleus,
Q9NV70;Q9NV70-2,,
Q9NV88-2;Q9NV88;Q9NV88-3,Nucleus,
Q9NV96;Q9NV96-2,,
Q9NVA1;Q9NVA1-4;Q9NVA1-2;Q9NVA1-5,Mitochondrion,
Q9NVA2;Q9NVA2-2,Cytoplasm,
Q9NVC6,Nucleus,
Q9NVD7,Cytoplasm,
Q9NVE7,Cytoplasm,
Q9NVG8,,
Q9NVH0;Q9NVH0-2,Nucleus,
Q9NVH1;Q9NVH1-2,Mitochondrion,
Q9NVH2;Q9NVH2-3;Q9NVH2-2;Q9NVH2-4,Nucleus,
Q9NVH6-7;Q9NVH6;Q9NVH6-8;Q9NVH6-5;Q9NVH6-6;Q9NVH6-4,Mitochondrion,
Q9NVI1;Q9NVI1-1;Q9NVI1-2,Nucleus,
Q9NVI7-2;Q9NVI7;Q9NVI7-3,Mitochondrion,
Q9NVJ2;Q9NVJ2-2,Cytoplasm,
Q9NVM6,,
Q9NVM9;Q9NVM9-2,Cytoplasm,
Q9NVN8,Nucleolus,
Q9NVP1,Nucleolus,
Q9NVP2,Nucleus,
Q9NVR2,Nucleus,
Q9NVS2,Mitochondrion,
Q9NVS9;Q9NVS9-2;Q9NVS9-3;Q9NVS9-4,,
Q9NVT9,,
Q9NVU0;Q9NVU0-4;Q9NVU0-2;Q9NVU0-3,Nucleus,
Q9NVU7;Q9NVU7-2,Nucleolus,
Q9NVV0,ER,
Q9NVV4-2,Mitochondrion,
Q9NVX2,Nucleolus,
Q9NVZ3;Q9NVZ3-2;Q9NVZ3-4;Q9NVZ3-3,,
Q9NW08;Q9NW08-2,Nucleus,
Q9NW13;Q9NW13-2,Nucleolus,
Q9NW64;Q9NW64-2,,mRNA splicing
Q9NW68-2;Q9NW68;Q9NW68-7;Q9NW68-3;Q9NW68-8;Q9NW68-9;Q9NW68-4,,
Q9NW82,,
Q9NWB6,Nucleus,
Q9NWH9,Nucleus,
Q9NWS0,,
Q9NWS8;Q9NWS8-2,Mitochondrion,
Q9NWT1,Nucleolus,
Q9NWU1;Q9NWU1-2,Mitochondrion,
Q9NWU2,Nucleus,
Q9NWU5;Q9NWU5-2;Q9NWU5-3,Mitochondrion,
Q9NWV4,,
Q9NWV8;Q9NWV8-3,,
Q9NWW5;Q9NWW5-2,ER,
Q9NWX6,Cytoplasm,
Q9NWY4,,
Q9NWZ3;Q9NWZ3-2,Cytoplasm,
Q9NWZ5;Q9NWZ5-3,,
Q9NX08,,
Q9NX14;Q9NX14-2,Mitochondrion,complex I
Q9NX20,Mitochondrion,
Q9NX24,Nucleolus,nucleolar rRNA processing
Q9NX40;Q9NX40-4;Q9NX40-3;Q9NX40-2,,
Q9NX46,,
Q9NX47,,
Q9NX55,,
Q9NX58,Nucleolus,
Q9NX62,,
Q9NX63,,
Q9NX74,ER,
Q9NX76,,
Q9NXA8;Q9NXA8-2;Q9NXA8-3;Q9NXA8-4,,
Q9NXC5;Q9NXC5-2,,
Q9NXE4-4;Q9NXE4;Q9NXE4-3,ER,
Q9NXF1-2;Q9NXF1,,
Q9NXG2,,
Q9NXH9;Q9NXH9-2,,
Q9NXJ5;Q9NXJ5-2,Cytoplasm,
Q9NXR1;Q9NXR1-2,Cytoplasm,
Q9NXR7,,
Q9NXS2;Q9NXS2-3,,
Q9NXV6,Nucleus,
Q9NXW2;Q9NXW2-2,,
Q9NXX6;Q9NXX6-2,Nucleus,
Q9NY12;Q9NY12-2,Nucleolus,
Q9NY27;Q9NY27-3,,
Q9NY33;Q9NY33-4,Cytoplasm,
Q9NY61,Nucleolus,
Q9NY93;Q9NY93-2,Nucleolus,
Q9NYB0,,
Q9NYF8-2;Q9NYF8;Q9NYF8-4,,
Q9NYH9,Nucleolus,
Q9NYJ1,Mitochondrion,
Q9NYK5;Q9NYK5-2,Mitochondrion,
Q9NYL2,,
Q9NYL4,,
Q9NYL9,Cytoplasm,Actin regulation
Q9NYP7;Q9NYP7-2,ER,
Q9NYR9-2;Q9NYR9;Q9NYR9-3,Cytoplasm,
Q9NYU2-2;Q9NYU2,ER,
Q9NYV4-2;Q9NYV4;Q9NYV4-3,Nucleus,
Q9NYY8;Q9NYY8-2,Mitochondrion,
Q9NZ01,ER,
Q9NZ08;Q9NZ08-2,ER,
Q9NZ32,Cytoplasm,
Q9NZ43;Q9NZ43-2,ER,
Q9NZ45,Mitochondrion,
Q9NZ52;Q9NZ52-4;Q9NZ52-2,,
Q9NZ63,,
Q9NZB2;Q9NZB2-6;Q9NZB2-4,Cytoplasm,
Q9NZC9,Nucleus,
Q9NZD2,Cytoplasm,
Q9NZD8;Q9NZD8-2,Cytoplasm,
Q9NZI7;Q9NZI7-4,Nucleus,
Q9NZI8;Q9NZI8-2,,
Q9NZJ4;Q9NZJ4-2,Cytoplasm,
Q9NZJ6,Mitochondrion,
Q9NZJ7-2;Q9NZJ7,Mitochondrion,
Q9NZJ9,Cytoplasm,
Q9NZJ9-2;Q9NZJ9-3,Cytoplasm,
Q9NZL4;Q9NZL4-3;Q9NZL4-2,,
Q9NZL9;Q9NZL9-3,,
Q9NZM1-6;Q9NZM1;Q9NZM1-2;Q9NZM1-5,Nucleus,
Q9NZM3-2;Q9NZM3;Q9NZM3-4;Q9NZM3-3,Cytoplasm,
Q9NZM5,Nucleolus,
Q9NZN5;Q9NZN5-2,Cytoplasm,Rho GTPase regulation
Q9NZN8;Q9NZN8-5;Q9NZN8-4;Q9NZN8-2,,
Q9NZQ3-3;Q9NZQ3;Q9NZQ3-4;Q9NZQ3-5,Nucleus,Actin regulation
Q9NZT2-2;Q9NZT2,,
Q9NZW5,,
Q9NZZ3;Q9NZZ3-2,Cytoplasm,
Q9P000;Q9P000-2,Nucleus,
Q9P003,ER,
Q9P013,Nucleus,
Q9P015,Mitochondrion,
Q9P016;Q9P016-2,Nucleus,
Q9P032,Mitochondrion,
Q9P035,ER,
Q9P086,Nucleus,
Q9P0I2;Q9P0I2-2,,
Q9P0J0;Q9P0J0-2,,complex I
Q9P0J1;Q9P0J1-2,Mitochondrion,
Q9P0J7,,
Q9P0K7;Q9P0K7-3;Q9P0K7-2,,Actin regulation
Q9P0L0,,
Q9P0M9,Mitochondrion,
Q9P0P0,,
Q9P0P8,,
Q9P0R6,Cytoplasm,
Q9P0S3,ER,
Q9P0S9,Mitochondrion,
Q9P0U1,Mitochondrion,
Q9P0V9;Q9P0V9-2;Q9P0V9-3,Cytoplasm,
Q9P107;Q9P107-2,,
Q9P1F3,,
Q9P1Y5,Cytoplasm,
Q9P1Z2-2;Q9P1Z2;Q9P1Z2-3,,
Q9P219,Cytoplasm,
Q9P253,,
Q9P258,,
Q9P260-2,,
Q9P265,,
Q9P270,Cytoplasm,
Q9P275;Q9P275-2,Nucleolus,
Q9P287;Q9P287-3;Q9P287-4,Nucleus,
Q9P289;Q9P289-3,Cytoplasm,
Q9P2A4,Cytoplasm,
Q9P2D1,Nucleolus,
Q9P2D3;Q9P2D3-3,,
Q9P2E3,,
Q9P2E9,ER,
Q9P2I0,Nucleus,
Q9P2J5;Q9P2J5-2,Cytoplasm,
Q9P2K5;Q9P2K5-2,Nucleus,
Q9P2K8-2;Q9P2K8,Cytoplasm,
Q9P2M7;Q9P2M7-2,,
Q9P2N5,,
Q9P2R3;Q9P2R3-2;Q9P2R3-4,Cytoplasm,
Q9P2R7-2;Q9P2R7,Mitochondrion,
Q9P2T1,,
Q9P2W9,ER,
Q9P2X0-2;Q9P2X0,ER,
Q9P2Y5,ER,
Q9UBB4;Q9UBB4-2,Cytoplasm,
Q9UBB5,Nucleus,
Q9UBB6-3;Q9UBB6-2;Q9UBB6,Cytoplasm,
Q9UBB9,,
Q9UBC2;Q9UBC2-2;Q9UBC2-3;Q9UBC2-4,Nucleus,
Q9UBD5-2,Nucleus,
Q9UBE0;Q9UBE0-2;Q9UBE0-3,Nucleus,
Q9UBF2;Q9UBF2-2,Cytoplasm,
Q9UBF8-2;Q9UBF8;Q9UBF8-3,,
Q9UBI1,,
Q9UBI6,,
Q9UBK9,,
Q9UBL3,Nucleus,
Q9UBM7,ER,
Q9UBN7;Q9UBN7-2,,
Q9UBP0-3;Q9UBP0,,
Q9UBP6,Nucleus,
Q9UBQ0,Cytoplasm,
Q9UBQ5;Q9UBQ5-2,,
Q9UBQ7,,
Q9UBR2,,
Q9UBS4,ER,
Q9UBT2;Q9UBT2-2,,
Q9UBU8-2;Q9UBU8;Q9UBU8-3,Nucleus,
Q9UBU9;Q9UBU9-2,,
Q9UBV2,ER,
Q9UBV8,Cytoplasm,
Q9UBW5,Cytoplasm,
Q9UBW7,Nucleus,
Q9UBW8,,
Q9UBX3;Q9UBX3-2,Mitochondrion,
Q9UDT6,Cytoplasm,
Q9UDW1;Q9UDW1-2,Mitochondrion,complex III
Q9UDX5,Mitochondrion,
Q9UDY2;Q9UDY2-6;Q9UDY2-2;Q9UDY2-5,Nucleus,
Q9UDY4,Cytoplasm,
Q9UDY8-2;Q9UDY8,,
Q9UEE9;Q9UEE9-2,,
Q9UER7;Q9UER7-3;Q9UER7-4;Q9UER7-5,,
Q9UEU0;Q9UEU0-2,,
Q9UEW8-2;Q9UEW8,,
Q9UEY8-2;Q9UEY8,Cytoplasm,
Q9UFC0,,
Q9UFN0,Cytoplasm,
Q9UFW8,Nucleus,
Q9UG56;Q9UG56-2,Mitochondrion,
Q9UG63;Q9UG63-2,,
Q9UGI8,Cytoplasm,
Q9UGJ1-2;Q9UGJ1,Cytoplasm,
Q9UGM6,Mitochondrion,
Q9UGP4,,
Q9UGP8,ER,
Q9UGR2;Q9UGR2-2,Nucleus,
Q9UGU0;Q9UGU0-2,Nucleus,
Q9UGV2;Q9UGV2-2;Q9UGV2-3,,
Q9UH17;Q9UH17-3,Nucleus,
Q9UH62,,
Q9UH65,,
Q9UH99;Q9UH99-2;Q9UH99-3,Nucleus,
Q9UHA3,Nucleolus,
Q9UHA4;Q9UHA4-2,,
Q9UHB6-4;Q9UHB6-5,Cytoplasm,
Q9UHB9;Q9UHB9-4;Q9UHB9-2,,
Q9UHD1;Q9UHD1-2,,
Q9UHD2,Cytoplasm,
Q9UHD8,Cytoplasm,
Q9UHD9,,
Q9UHG3;Q9UHG3-2,,
Q9UHI6,,
Q9UHJ6,Cytoplasm,
Q9UHL4,Secreted,
Q9UHN6;Q9UHN6-2,,
Q9UHP3-1,,
Q9UHQ4,ER,
Q9UHQ9,,
Q9UHR5-2;Q9UHR5,Nucleus,
Q9UHV9,,
Q9UHX1-2;Q9UHX1-4,Nucleus,mRNA splicing
Q9UHY1,Cytoplasm,
Q9UHY7,,
Q9UI08,Cytoplasm,
Q9UI09,Mitochondrion,complex I
Q9UI10,,
Q9UI12-2;Q9UI12,,
Q9UI14,Cytoplasm,
Q9UI26;Q9UI26-2,,
Q9UI30;Q9UI30-2,,
Q9UIA9,,
Q9UIC8;Q9UIC8-2;Q9UIC8-3,,
Q9UID3;Q9UID3-2,,
Q9UIF9-2;Q9UIF9-3;Q9UIF9,Nucleolus,
Q9UIG0;Q9UIG0-2,Nucleus,
Q9UII2,Mitochondrion,ATPIF1
Q9UIJ7;Q9UIJ7-3;Q9UIJ7-2,Mitochondrion,
Q9UIQ6,Secreted,
Q9UIV1;Q9UIV1-2,,
Q9UIW2,,
Q9UJ41,Cytoplasm,
Q9UJ68-5;Q9UJ68;Q9UJ68-4;Q9UJ68-3,,
Q9UJ70,,
Q9UJ83-2;Q9UJ83;Q9UJ83-4;Q9UJ83-3,,
Q9UJA5;Q9UJA5-2;Q9UJA5-3;Q9UJA5-4,Nucleus,
Q9UJC3;Q9UJC3-2,Cytoplasm,
Q9UJS0;Q9UJS0-2,Mitochondrion,
Q9UJU6;Q9UJU6-5,Cytoplasm,Actin regulation
Q9UJV9,Nucleus,
Q9UJW0;Q9UJW0-3;Q9UJW0-2,Cytoplasm,
Q9UJX2;Q9UJX2-3,,
Q9UJX3;Q9UJX3-2,,
Q9UJX4;Q9UJX4-3,,
Q9UJX5;Q9UJX5-3;Q9UJX5-2,,
Q9UJX6;Q9UJX6-2,,
Q9UJY4,,
Q9UJY5;Q9UJY5-4;Q9UJY5-6;Q9UJY5-3;Q9UJY5-2,,
Q9UJZ1;Q9UJZ1-2,Mitochondrion,
Q9UK41;Q9UK41-2,,
Q9UK45,Nucleus,
Q9UK59,Nucleus,
Q9UK61-3;Q9UK61;Q9UK61-4,Nucleus,
Q9UK76;Q9UK76-2,Nucleus,
Q9UKD2,,
Q9UKE5-2;Q9UKE5-5,,
Q9UKF6,Nucleus,
Q9UKG1,Nucleus,
Q9UKI8;Q9UKI8-2;Q9UKI8-5;Q9UKI8-4;Q9UKI8-3,Nucleus,
Q9UKJ3;Q9UKJ3-2,,
Q9UKK3,,
Q9UKK9,Nucleus,
Q9UKL0,Nucleus,
Q9UKM7,ER,
Q9UKM9,Nucleus,mRNA splicing
Q9UKN8,Nucleus,
Q9UKR5,ER,
Q9UKS6,Cytoplasm,
Q9UKU7;Q9UKU7-3;Q9UKU7-2,Mitochondrion,
Q9UKV3;Q9UKV3-3;Q9UKV3-2,Nucleus,EJC
Q9UKV8;Q9UKV8-2,,
Q9UKX7-2,Nucleus,Nuclear pore
Q9UKY7;Q9UKY7-2,Cytoplasm,
Q9UKZ1,,
Q9UL03-3;Q9UL03,Nucleus,
Q9UL15,,
Q9UL18,Cytoplasm,
Q9UL25,ER,
Q9UL26,,
Q9UL33-2;Q9UL33,ER,
Q9UL46,,
Q9ULA0,Cytoplasm,
Q9ULC3,Cytoplasm,
Q9ULC4;Q9ULC4-3,Cytoplasm,
Q9ULG1,Nucleus,
Q9ULH0;Q9ULH0-4;Q9ULH0-3,,
Q9ULH1;Q9ULH1-2,Cytoplasm,Actin regulation
Q9ULI0;Q9ULI0-2,Nucleus,
Q9ULJ6;Q9ULJ6-2,,
Q9ULJ7;Q9ULJ7-2,,
Q9ULJ8-5;Q9ULJ8-3;Q9ULJ8;Q9ULJ8-4,Cytoplasm,
Q9ULK4-4;Q9ULK4-3;Q9ULK4-5;Q9ULK4;Q9ULK4-2,Nucleus,
Q9ULM3,Nucleus,
Q9ULP9-2;Q9ULP9,Cytoplasm,
Q9ULR0;Q9ULR0-1;Q9ULR0-2,Nucleus,mRNA splicing
Q9ULT8,,
Q9ULU4-13;Q9ULU4-16;Q9ULU4-9;Q9ULU4-22;Q9ULU4-23,Nucleus,
Q9ULV0,Cytoplasm,
Q9ULV3-5;Q9ULV3;Q9ULV3-2;Q9ULV3-3;Q9ULV3-4,Nucleus,
Q9ULV4;Q9ULV4-2;Q9ULV4-3,Cytoplasm,Actin regulation
Q9ULW0,,
Q9ULW3,Nucleolus,
Q9ULX3,Nucleus,
Q9ULX6;Q9ULX6-2,,
Q9ULZ3;Q9ULZ3-3,,
Q9UM00;Q9UM00-2,ER,
Q9UM13,,
Q9UM54-6;Q9UM54-4;Q9UM54-1;Q9UM54,,
Q9UMR2;Q9UMR2-3,,
Q9UMS0;Q9UMS0-3,Mitochondrion,
Q9UMS4,,mRNA splicing
Q9UMX0;Q9UMX0-2,,
Q9UMX5,Secreted,
Q9UMY1;Q9UMY1-2,Nucleolus,
Q9UMY4-2;Q9UMY4;Q9UMY4-3,,
Q9UMZ2-5;Q9UMZ2;Q9UMZ2-4;Q9UMZ2-8;Q9UMZ2-3;Q9UMZ2-7;Q9UMZ2-6;Q9UMZ2-9,Cytoplasm,
Q9UN37,,
Q9UN86,Cytoplasm,
Q9UNE7;Q9UNE7-2,,
Q9UNF0-2;Q9UNF0,Cytoplasm,
Q9UNF1;Q9UNF1-2,,
Q9UNH7;Q9UNH7-2,,
Q9UNI6,,
Q9UNK0,,
Q9UNL2;Q9UNL2-2,ER,
Q9UNM6,,
Q9UNN5;Q9UNN5-2,Nucleus,
Q9UNP9;Q9UNP9-3,Nucleus,
Q9UNQ2,Nucleolus,
Q9UNS1-2;Q9UNS1,Nucleus,
Q9UNS2;Q9UNS2-2,,
Q9UNW1;Q9UNW1-3;Q9UNW1-2,ER,
Q9UNX3,,
Q9UNX4,Nucleolus,
Q9UNY4,,
Q9UNZ2;Q9UNZ2-5;Q9UNZ2-4;Q9UNZ2-6,Nucleus,
Q9UNZ5,,
Q9UP83-2;Q9UP83;Q9UP83-3,Cytoplasm,
